Relation	Num	MR	hits@10	hits@1	MRR	FMR	Fhits@10	Fhits@1	FMRR
/film/film/featured_film_locations	100	4691.6	20.5	7.5	0.125	4685.84	21.0	9.0	0.139
/film/film/film_art_direction_by	3	9.17	50.0	50.0	0.529	4.5	100.0	50.0	0.563
/film/film/film_festivals	18	546.97	52.78	22.22	0.318	543.78	52.78	22.22	0.333
/film/film/film_format	39	350.97	53.85	34.62	0.426	318.35	61.54	41.03	0.48
/film/film/film_production_design_by	10	2909.1	50.0	20.0	0.281	2906.3	50.0	30.0	0.359
/film/film/genre	722	2295.14	34.7	6.58	0.147	2269.74	39.82	14.61	0.228
/film/film/language	314	1412.32	42.04	29.94	0.345	1217.45	49.84	35.35	0.413
/film/film/music	92	6574.81	10.33	5.43	0.072	6572.12	10.33	5.43	0.072
/film/film/other_crew./film/film_crew_gig/crewmember	26	4007.15	23.08	5.77	0.099	4004.23	25.0	7.69	0.113
/film/film/other_crew./film/film_crew_gig/film_crew_role	606	808.09	45.3	7.34	0.184	776.93	51.98	29.29	0.375
/film/film/personal_appearances./film/personal_film_appearance/person	11	5190.86	27.27	13.64	0.18	5189.59	36.36	18.18	0.223
/film/film/prequel	18	6385.94	19.44	8.33	0.129	6385.78	19.44	8.33	0.134
/film/film/produced_by	60	3730.76	47.5	16.67	0.276	3729.49	47.5	23.33	0.326
/film/film/production_companies	84	2652.88	52.38	10.12	0.229	2649.74	56.55	20.83	0.321
/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue	20	1866.1	35.0	12.5	0.2	1858.38	37.5	15.0	0.221
/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium	158	396.23	50.0	47.15	0.486	104.04	52.53	49.05	0.506
/film/film/release_date_s./film/film_regional_release_date/film_release_region	1447	485.48	20.28	1.07	0.077	467.34	59.71	17.73	0.313
/film/film/runtime./film/film_cut/film_release_region	9	832.5	33.33	0.0	0.084	830.28	33.33	0.0	0.093
/film/film/story_by	31	4685.73	43.55	17.74	0.261	4684.61	45.16	30.65	0.366
/film/film/written_by	26	5983.44	7.69	0.0	0.029	5982.73	7.69	0.0	0.029
/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	160	2844.07	35.0	10.0	0.171	2834.11	40.0	13.13	0.217
/film/film_set_designer/film_sets_designed	8	22.25	56.25	12.5	0.255	19.25	68.75	12.5	0.285
/film/film_subject/films	76	4605.61	32.89	13.82	0.192	4603.97	33.55	13.82	0.197
/film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/type_of_appearance	3	61.33	50.0	50.0	0.508	51.33	50.0	50.0	0.513
/film/special_film_performance_type/film_performance_type./film/performance/film	11	98.18	50.0	27.27	0.388	89.18	59.09	31.82	0.451
/food/food/nutrients./food/nutrition_fact/nutrient	105	9.22	57.14	5.24	0.221	1.8	100.0	68.1	0.796
/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office	91	891.72	47.25	14.84	0.278	872.45	62.64	39.01	0.475
/government/governmental_body/members./government/government_position_held/legislative_sessions	12	16.5	54.17	20.83	0.372	1.21	100.0	79.17	0.896
/government/legislative_session/members./government/government_position_held/district_represented	117	17.06	33.33	2.14	0.119	1.83	99.57	70.94	0.805
/government/legislative_session/members./government/government_position_held/legislative_sessions	13	12.38	38.46	0.0	0.147	4.38	100.0	15.38	0.363
/government/political_party/politicians_in_this_party./government/political_party_tenure/politician	11	1523.18	40.91	27.27	0.355	1517.36	59.09	31.82	0.434
/government/politician/government_positions_held./government/government_position_held/basic_title	16	10.19	65.63	18.75	0.344	3.56	96.88	37.5	0.533
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	9	1742.17	33.33	11.11	0.171	1737.78	38.89	11.11	0.18
/government/politician/government_positions_held./government/government_position_held/legislative_sessions	30	8.43	71.67	15.0	0.296	1.82	100.0	65.0	0.776
/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/position	4	9.75	62.5	12.5	0.303	3.63	100.0	50.0	0.594
/influence/influence_node/influenced_by	235	4598.99	36.17	4.89	0.133	4597.38	36.17	5.96	0.147
/influence/influence_node/peers./influence/peer_relationship/peers	2	7188.25	0.0	0.0	0.0	7187.75	0.0	0.0	0.0
/language/human_language/countries_spoken_in	25	3040.22	46.0	8.0	0.205	3035.76	50.0	12.0	0.27
/location/administrative_division/country	3	1863.33	33.33	33.33	0.338	1853.17	33.33	33.33	0.343
/location/country/capital	11	6019.41	13.64	4.55	0.082	6018.36	13.64	9.09	0.117
/location/country/form_of_government	43	381.99	47.67	10.47	0.249	361.62	61.63	34.88	0.458
/location/country/official_language	16	1864.25	37.5	15.63	0.235	1855.38	43.75	21.88	0.296
/location/country/second_level_divisions	46	251.33	48.91	48.91	0.495	218.41	59.78	53.26	0.578
/location/hud_county_place/county	7	6086.64	14.29	7.14	0.084	6085.86	14.29	7.14	0.107
/location/hud_county_place/place	48	792.15	87.5	70.83	0.788	792.15	87.5	70.83	0.788
/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source	84	42.85	50.0	50.0	0.507	8.58	87.5	52.98	0.641
/location/location/adjoin_s./location/adjoining_relationship/adjoins	55	1166.1	84.55	3.64	0.298	1164.82	85.45	35.45	0.542
/location/location/contains	328	1928.96	43.29	9.15	0.217	1910.69	54.42	29.42	0.379
/location/location/partially_contains	13	1182.54	61.54	15.38	0.298	1180.38	73.08	19.23	0.362
/location/location/time_zones	137	134.49	50.36	41.61	0.452	109.52	63.5	44.53	0.511
/location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency	4	83.38	50.0	50.0	0.503	15.0	62.5	50.0	0.543
/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency	3	77.0	66.67	50.0	0.585	34.0	66.67	66.67	0.67
/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to	13	2924.69	23.08	0.0	0.067	2920.85	34.62	0.0	0.1
/location/statistical_region/religions./location/religion_percentage/religion	60	813.96	37.5	2.5	0.122	800.27	78.33	37.5	0.501
/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency	46	45.25	50.0	50.0	0.507	16.26	58.7	52.17	0.569
/location/us_county/county_seat	2	3.5	100.0	0.0	0.313	3.5	100.0	0.0	0.313
/media_common/netflix_genre/titles	124	1954.31	43.95	18.15	0.272	1944.54	47.58	25.81	0.333
/medicine/disease/notable_people_with_this_condition	15	1656.13	43.33	13.33	0.23	1652.7	43.33	23.33	0.298
/medicine/disease/risk_factors	13	1356.73	38.46	11.54	0.223	1352.77	53.85	19.23	0.303
/medicine/symptom/symptom_of	31	242.97	64.52	3.23	0.206	238.56	85.48	19.35	0.413
/military/military_combatant/military_conflicts./military/military_combatant_group/combatants	17	26.38	8.82	0.0	0.055	11.12	79.41	5.88	0.271
/military/military_conflict/combatants./military/military_combatant_group/combatants	34	1248.82	41.18	4.41	0.162	1243.94	51.47	25.0	0.335
/music/artist/contribution./music/recording_contribution/performance_role	14	1722.39	50.0	7.14	0.177	1715.64	50.0	10.71	0.236
/music/artist/origin	34	5069.88	19.12	7.35	0.117	5068.26	19.12	10.29	0.135
/music/artist/track_contributions./music/track_contribution/role	152	1754.84	29.93	3.62	0.12	1746.45	39.14	11.84	0.205
/music/genre/artists	664	2535.41	37.58	6.17	0.147	2529.1	45.71	11.14	0.21
/music/genre/parent_genre	97	4121.9	43.3	8.76	0.204	4119.43	45.36	11.86	0.245
/music/group_member/membership./music/group_membership/group	22	3638.02	45.45	20.45	0.29	3636.95	47.73	22.73	0.311
/music/group_member/membership./music/group_membership/role	29	1385.34	36.21	5.17	0.164	1377.38	44.83	10.34	0.221
/music/instrument/family	6	15.33	58.33	8.33	0.226	12.5	58.33	8.33	0.236
/music/instrument/instrumentalists	153	2090.16	30.72	8.82	0.155	2070.19	37.91	15.03	0.224
/music/performance_role/guest_performances./music/recording_contribution/performance_role	2	28.25	0.0	0.0	0.041	24.5	0.0	0.0	0.049
/music/performance_role/regular_performances./music/group_membership/group	167	392.55	45.51	3.89	0.151	376.44	68.56	18.86	0.367
/music/performance_role/regular_performances./music/group_membership/role	40	46.02	2.5	0.0	0.034	22.63	27.5	1.25	0.094
/music/performance_role/track_performances./music/track_contribution/role	53	46.07	1.89	0.94	0.038	20.6	22.64	3.77	0.107
/music/record_label/artist	265	3760.36	30.38	8.3	0.153	3755.42	31.13	10.19	0.172
/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal	16	17.66	50.0	0.0	0.234	1.0	100.0	100.0	1.0
/olympics/olympic_games/participating_countries	23	61.04	50.0	13.04	0.226	31.65	58.7	23.91	0.36
/olympics/olympic_games/sports	13	13.77	34.62	0.0	0.111	3.19	100.0	23.08	0.475
/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics	31	52.69	41.94	14.52	0.233	20.16	51.61	22.58	0.328
/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal	38	48.99	50.0	0.0	0.203	9.96	75.0	50.0	0.6
/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics	63	34.06	23.81	0.79	0.083	15.57	65.08	7.94	0.258
/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	258	38.4	31.98	2.33	0.109	12.79	69.57	24.03	0.382
/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics	8	14.19	43.75	0.0	0.132	2.94	93.75	50.0	0.652
/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency	3	1581.5	33.33	33.33	0.335	1550.33	33.33	33.33	0.335
/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency	22	35.39	50.0	50.0	0.508	12.34	54.55	50.0	0.529
/organization/organization/child./organization/organization_relationship/child	20	4574.5	25.0	7.5	0.134	4573.32	27.5	7.5	0.158
/organization/organization/headquarters./location/mailing_address/citytown	55	4882.4	18.18	12.73	0.16	4879.71	25.45	12.73	0.165
/organization/organization/headquarters./location/mailing_address/country	7	1451.29	42.86	42.86	0.433	1423.21	42.86	42.86	0.451
/organization/organization/headquarters./location/mailing_address/state_province_region	39	1480.95	53.85	29.49	0.382	1473.15	67.95	38.46	0.51
/organization/organization/place_founded	16	6367.38	9.38	6.25	0.076	6366.84	9.38	9.38	0.097
/organization/organization_founder/organizations_founded	9	5185.94	33.33	16.67	0.225	5185.67	33.33	22.22	0.262
/organization/organization_member/member_of./organization/organization_membership/organization	96	331.05	48.96	7.29	0.208	300.54	66.67	39.58	0.488
/organization/role/leaders./organization/leadership/organization	70	320.07	48.57	34.29	0.412	289.85	53.57	37.86	0.444
/people/cause_of_death/people	93	5810.72	15.59	8.06	0.11	5807.19	15.59	8.6	0.113
/people/deceased_person/place_of_burial	9	1239.0	44.44	5.56	0.193	1235.06	44.44	5.56	0.193
/people/deceased_person/place_of_death	78	3991.99	26.92	13.46	0.182	3989.13	26.92	13.46	0.183
/people/ethnicity/geographic_distribution	17	1028.18	47.06	14.71	0.274	1022.41	67.65	29.41	0.4
/people/ethnicity/languages_spoken	29	3021.4	43.1	6.9	0.185	3017.81	50.0	27.59	0.351
/people/ethnicity/people	251	2975.18	33.47	16.14	0.219	2969.17	35.66	16.93	0.229
/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony	53	293.68	49.06	49.06	0.493	219.14	50.0	49.06	0.499
/people/person/employment_history./business/employment_tenure/company	24	5400.75	16.67	4.17	0.084	5399.9	16.67	4.17	0.09
/people/person/gender	436	349.81	49.77	42.2	0.461	108.0	58.03	47.02	0.525
/people/person/languages	98	964.43	51.02	30.1	0.376	927.3	52.04	35.2	0.419
/people/person/nationality	494	590.25	49.19	36.44	0.416	510.45	55.57	40.99	0.466
/people/person/place_of_birth	170	6167.83	12.35	5.59	0.082	6165.2	12.65	6.76	0.091
/people/person/places_lived./people/place_lived/location	305	5515.37	17.21	1.97	0.072	5511.57	17.21	3.61	0.092
/people/person/profession	1311	1166.74	42.03	8.62	0.194	1149.07	51.37	20.44	0.311
/people/person/religion	127	2264.83	35.83	23.62	0.29	2256.69	35.83	25.59	0.305
/people/person/sibling_s./people/sibling_relationship/sibling	7	1647.93	57.14	14.29	0.292	1647.64	57.14	14.29	0.334
/people/person/spouse_s./people/marriage/location_of_ceremony	35	5109.79	27.14	14.29	0.197	5108.7	28.57	21.43	0.241
/people/person/spouse_s./people/marriage/spouse	4	7179.63	0.0	0.0	0.0	7179.5	0.0	0.0	0.0
/people/person/spouse_s./people/marriage/type_of_union	346	423.61	50.14	43.35	0.468	185.76	51.3	46.97	0.493
/people/profession/specialization_of	11	4792.32	22.73	13.64	0.172	4790.73	27.27	18.18	0.211
/soccer/football_player/current_team./sports/sports_team_roster/team	9	5028.67	11.11	5.56	0.074	5027.33	11.11	5.56	0.084
/soccer/football_team/current_roster./soccer/football_roster_position/position	10	29.7	50.0	0.0	0.174	15.4	55.0	30.0	0.422
/soccer/football_team/current_roster./sports/sports_team_roster/position	12	31.58	50.0	0.0	0.177	17.75	50.0	29.17	0.411
/sports/pro_athlete/teams./sports/sports_team_roster/team	16	6293.66	12.5	6.25	0.078	6292.38	12.5	9.38	0.099
/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft	43	9.62	62.79	5.81	0.206	2.64	100.0	39.53	0.59
/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school	86	1642.99	62.21	4.07	0.192	1634.7	72.09	32.56	0.438
/sports/sport/pro_athletes./sports/pro_sports_played/athlete	17	790.56	50.0	29.41	0.382	782.85	73.53	50.0	0.593
/sports/sports_league/teams./sports/sports_league_participation/team	16	11.78	62.5	43.75	0.496	6.44	78.13	56.25	0.622
/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school	42	27.98	33.33	1.19	0.107	20.77	48.81	8.33	0.202
/sports/sports_position/players./sports/sports_team_roster/team	22	2414.41	31.82	0.0	0.086	2407.93	34.09	13.64	0.204
/sports/sports_team/colors	77	1021.84	42.86	17.53	0.259	1009.77	46.1	20.13	0.305
/sports/sports_team/roster./american_football/football_historical_roster_position/position_s	1	34.0	50.0	0.0	0.059	19.5	50.0	0.0	0.139
/sports/sports_team/roster./american_football/football_roster_position/position	3	16.5	16.67	0.0	0.081	5.67	83.33	16.67	0.388
/sports/sports_team/roster./baseball/baseball_roster_position/position	3	14.0	50.0	16.67	0.271	2.83	100.0	33.33	0.561
/sports/sports_team/roster./basketball/basketball_roster_position/position	2	18.75	50.0	25.0	0.389	6.5	50.0	50.0	0.542
/sports/sports_team/sport	53	289.53	55.66	50.0	0.521	259.02	72.64	60.38	0.658
/sports/sports_team_location/teams	53	7241.2	0.0	0.0	0.0	7240.92	0.0	0.0	0.0
/time/event/instance_of_recurring_event	9	9.17	50.0	50.0	0.53	1.0	100.0	100.0	1.0
/time/event/locations	34	1891.19	42.65	2.94	0.148	1888.82	51.47	16.18	0.264
/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month	60	12.48	52.5	0.0	0.128	1.1	100.0	90.83	0.953
/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation	20	19.07	50.0	10.0	0.277	2.9	97.5	65.0	0.715
/tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/person	7	1786.14	50.0	28.57	0.362	1779.21	57.14	50.0	0.531
/tv/tv_network/programs./tv/tv_network_duration/program	26	3426.48	34.62	3.85	0.154	3423.38	36.54	5.77	0.171
/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program	11	1353.14	40.91	27.27	0.359	1349.27	72.73	27.27	0.379
/tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type	22	135.7	50.0	50.0	0.503	83.45	59.09	52.27	0.546
/tv/tv_producer/programs_produced./tv/tv_producer_term/program	4	2120.13	37.5	12.5	0.191	2117.63	50.0	12.5	0.237
/tv/tv_program/country_of_origin	32	424.64	51.56	40.63	0.449	398.89	62.5	46.88	0.524
/tv/tv_program/genre	94	1533.29	44.68	10.64	0.227	1526.88	61.7	33.51	0.419
/tv/tv_program/languages	24	46.19	52.08	47.92	0.502	5.31	81.25	54.17	0.606
/tv/tv_program/program_creator	2	5409.0	0.0	0.0	0.0	5409.0	0.0	0.0	0.0
/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor	91	6150.67	9.89	2.75	0.052	6148.52	10.44	2.75	0.053
/tv/tv_program/tv_producer./tv/tv_producer_term/producer_type	11	47.23	50.0	50.0	0.507	17.09	77.27	59.09	0.629
/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program	9	4495.94	33.33	11.11	0.172	4491.67	33.33	16.67	0.219
/user/alexander/philosophy/philosopher/interests	9	19.94	50.0	0.0	0.111	15.89	66.67	5.56	0.197
/user/jg/default_domain/olympic_games/sports	11	16.0	9.09	0.0	0.072	4.05	100.0	13.64	0.354
/user/ktrueman/default_domain/international_organization/member_states	24	63.83	50.0	33.33	0.393	23.0	60.42	45.83	0.51
/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy	45	223.31	48.89	48.89	0.491	117.08	55.56	48.89	0.51
